단지명,단지코드,시도,시군구,읍면동,구주소,신주소,x,y
중계주공2단지,A13985909,서울특별시,노원구,중계동,서울 노원구 중계동 369,서울 노원구 한글비석로14길 8,127.07898449211748,37.65689318511727
중계주공10단지,A13986004,서울특별시,노원구,중계동,서울 노원구 중계동 360-16,서울 노원구 노원로22길 53,127.07328229143158,37.64809606724297
롯데우성,A13986009,서울특별시,노원구,중계동,서울 노원구 중계동 361-1,서울 노원구 노원로22길 34,127.07343515260033,37.646830991534934
중계청구3차,A13986012,서울특별시,노원구,중계동,서울 노원구 중계동 360-2,서울 노원구 중계로 233,127.07570563694838,37.6498992062225
중계건영3차,A13986013,서울특별시,노원구,중계동,서울 노원구 중계동 360-15,서울 노원구 노원로22길 71,127.074026348271,37.6488199932105
중계라이프신동아청구아파트,A13986111,서울특별시,노원구,중계동,서울 노원구 중계동 366,서울 노원구 중계로 184,127.079523177081,37.6519374206869
중계우성3차,A13986201,서울특별시,노원구,중계동,서울 노원구 중계동 585,서울 노원구 덕릉로 613,127.07302816732923,37.65241733903892
중계양지대림1-2임대,A13986207,서울특별시,노원구,중계동,,,,
중계경남롯데상아,A13986302,서울특별시,노원구,중계동,서울 노원구 중계동 505,서울 노원구 섬밭로 265,127.06248702118945,37.638786104146604
중계그린,A13986306,서울특별시,노원구,중계동,서울 노원구 중계동 502-1,서울 노원구 동일로207길 18,127.0637450625818,37.641924461169296
중계무지개아파트,A13986504,서울특별시,노원구,중계동,서울 노원구 중계동 513,서울 노원구 동일로208길 19,127.066582911007,37.6427157598219
중계시영3단지목련,A13986505,서울특별시,노원구,중계동,서울 노원구 중계동 358,서울 노원구 덕릉로 662,127.0762136971047,37.65694546279682
중계주공1단지,A13986509,서울특별시,노원구,중계동,서울 노원구 중계동 515-3,서울 노원구 동일로210길 22,127.065889395968,37.6477508463779
중계성원1차,A13986606,서울특별시,노원구,중계동,서울 노원구 중계동 580,서울 노원구 덕릉로71길 5,127.07061486235,37.6504654776469
중계성원2차,A13986701,서울특별시,노원구,중계동,서울 노원구 중계동 581,서울 노원구 덕릉로89길 8,127.07528990046005,37.66125635190855
삼창타워프라자,A13986702,서울특별시,노원구,중계동,서울 노원구 중계동 584-1,서울 노원구 한글비석로 383,127.07271281108751,37.65905597002115
중계경남아너스빌,A13986703,서울특별시,노원구,중계동,서울 노원구 중계동 597,서울 노원구 덕릉로94길 10,127.076546551812,37.6621457125308
중계현대3차,A13993001,서울특별시,노원구,중계동,서울 노원구 중계동 576,서울 노원구 중계로 172-13,127.08152392258776,37.650462948204265
중계현대2차,A13993002,서울특별시,노원구,중계동,서울 노원구 중계동 435-1,서울 노원구 한글비석로15길 51,127.07399257045547,37.65589092600709
